number of bedrooms,number of bathrooms,lot area,number of floors,waterfront present,condition of the house,grade of the house,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,House_Age,Total_Area
3,1,51836,1.5,0,3,8,1978,122012,52.7146,-114.225,2060,77536,1,77,459900,47,2340
3,2,31314,3.0,0,3,8,1986,122035,52.5989,-114.353,2290,15188,2,53,455000,39,2720
9,7,6504,2.0,0,3,7,1996,122054,52.8223,-114.491,1448,3866,1,55,450000,29,4050
3,1,5440,1.0,0,4,6,1929,122007,52.9251,-114.557,1220,5464,3,55,450000,96,1290
4,2,8392,2.0,0,3,9,2014,122065,52.5819,-114.387,2574,14446,3,68,436472,11,2692
3,3,3600,2.0,0,3,8,1995,122022,52.9331,-114.469,2010,6690,1,58,429000,30,2210
3,3,47050,2.0,0,4,9,1986,122046,52.6746,-114.294,2260,45901,2,67,420000,39,2700
3,2,8000,1.0,0,3,7,1965,122040,52.5593,-114.496,2070,10200,1,55,420000,60,2300
3,2,111514,2.0,0,3,6,1967,122036,52.7921,-114.114,2460,217800,1,53,415000,58,3900
4,2,5743,2.0,0,3,7,2002,122055,52.9545,-114.147,2490,6300,3,73,415000,23,2230
4,1,10500,1.0,0,4,7,1968,122005,52.9233,-114.306,1680,7650,2,61,402000,57,1640
3,1,43000,1.0,0,3,7,1952,122031,52.6734,-114.537,2250,20023,3,74,400000,73,1460
3,2,4788,2.0,0,3,8,2012,122042,52.6817,-114.394,2439,5477,1,80,400000,13,2393
4,3,10297,2.0,0,3,8,2003,122035,52.5984,-114.263,2520,8366,3,64,398950,22,3000
2,1,3100,1.0,0,3,6,1911,122054,52.8243,-114.492,1670,3800,3,74,390000,114,930
4,2,11897,2.0,0,3,8,2003,122023,52.5551,-114.376,1770,4240,2,55,386000,22,2810
3,1,7216,1.0,0,3,7,1969,122033,52.9499,-114.37,1500,8000,2,69,381000,56,1330
3,2,7202,1.0,0,3,7,1991,122043,52.6399,-114.519,2100,8125,1,63,379260,34,1730
4,2,7925,1.0,0,3,8,1960,122014,52.9926,-114.502,1930,7200,3,62,367500,65,1930
3,2,10200,1.0,0,3,7,1977,122019,52.8459,-114.24,1820,9600,3,61,366000,48,1350
3,2,4242,2.0,0,3,7,2000,122008,52.7609,-114.066,1590,3702,3,53,355000,25,1590
3,2,7200,1.0,0,3,7,1975,122021,52.964,-114.364,1830,7876,3,53,350500,50,1870
3,1,4400,1.0,0,3,6,1909,122047,52.8531,-114.482,1350,4400,2,72,350000,116,1320
3,2,2765,2.0,0,3,8,2011,122064,52.7744,-114.559,1580,1820,2,55,349900,14,1580
3,2,11620,1.0,0,3,7,1994,122025,52.7291,-113.973,1140,8400,3,57,340000,31,1140
3,2,7632,2.0,0,3,8,1998,122040,52.5794,-114.491,2510,7903,1,55,335000,27,2440
3,2,8160,1.0,0,3,7,1961,122038,52.97,-114.529,1740,8181,1,55,334500,64,1700
2,1,9750,1.0,0,3,7,1947,122014,52.9832,-114.508,1500,8775,3,70,327000,78,1070
2,1,17817,1.0,0,3,7,1980,122055,53.0028,-114.09,1790,20009,3,58,325000,45,1100
2,2,819,2.0,0,3,8,2006,122028,52.9205,-114.554,1290,2900,1,57,319950,19,1280
4,2,9000,1.0,0,4,7,1979,122015,52.7085,-114.35,1620,8400,2,57,317500,46,2150
4,2,8449,2.0,0,3,8,1992,122070,52.6735,-114.464,2160,8113,2,53,314000,33,1870
3,2,5027,2.0,0,3,8,2002,122035,52.602,-114.292,2740,5000,2,78,305000,23,2460
3,2,7562,2.0,0,3,7,1994,122053,52.7338,-114.379,1650,7625,1,58,297000,31,1450
3,1,4000,1.0,0,4,7,1979,122034,52.7629,-114.544,1560,4000,3,72,295000,46,1440
3,2,2740,2.0,0,3,8,1999,122015,52.7209,-114.344,1310,2698,3,71,292000,26,1560
3,2,6666,2.0,0,4,7,1992,122024,52.5788,-114.223,1370,6170,1,59,290700,33,1670
2,1,1060,3.0,0,3,7,2006,122022,52.9467,-114.488,1076,1060,1,63,290000,19,1076
3,2,24046,1.0,0,3,9,1985,122055,53.0018,-114.094,1460,13648,2,78,289275,40,2860
2,1,5000,1.0,0,5,6,1951,122064,52.7495,-114.564,810,5000,1,71,280000,74,720
3,1,4694,2.0,0,3,7,2011,122024,52.5954,-114.211,1870,4198,2,59,274000,14,1450
3,1,9000,1.0,0,4,7,1978,122025,52.6769,-113.962,1400,9697,3,80,270000,47,1390
4,2,13500,1.0,0,3,7,1968,122035,52.6529,-114.343,1610,10714,1,50,269950,57,2060
3,1,20400,1.0,0,5,6,1959,122068,52.4363,-114.213,1640,53578,2,70,253500,66,1220
2,1,2191,1.0,0,3,6,1937,122059,52.7812,-114.513,940,5000,2,74,252500,88,770
3,1,7657,1.0,0,3,7,1955,122070,52.6674,-114.475,1300,8000,1,58,233000,70,1100
3,1,56628,1.0,0,3,7,1942,122040,52.5358,-114.496,1768,8702,2,60,229000,83,1370
3,1,5000,1.0,0,3,6,1979,122052,52.7422,-114.547,1440,2500,3,70,229000,46,1200
3,2,1340,2.0,0,3,7,2003,122034,52.756,-114.551,1260,1312,2,66,209000,22,1230
3,1,5000,1.0,0,4,6,1963,122018,52.536,-114.56,1200,8470,2,71,205950,62,1490
1,1,4800,1.0,0,3,7,1942,122042,52.7059,-114.402,950,4800,3,55,199950,83,1048
3,1,10023,1.0,0,3,6,1962,122018,52.5169,-114.55,1060,10023,3,52,169500,63,1060
2,1,6400,1.0,0,2,6,1940,122051,52.7587,-114.471,1350,6405,2,55,140000,85,900
4,3,28206,1.0,1,4,12,1991,122020,52.8228,-114.276,4913,14663,3,61,3200000,34,7000
5,3,35765,2.5,0,5,10,1911,122016,52.7763,-114.587,2590,10250,1,59,2200000,114,5210
4,4,13162,2.0,0,3,10,2004,122071,52.8493,-114.419,3010,12163,2,77,2190000,21,4240
4,3,12500,2.0,0,3,11,2003,122010,52.8808,-114.393,2340,11538,2,67,1650000,22,4610
3,2,14000,2.0,0,3,10,1999,122029,52.8674,-114.31,2280,14000,3,53,961500,26,3910
4,3,9058,1.0,0,3,9,1989,122027,52.7762,-114.344,2760,10018,2,79,946000,36,3140
4,1,11400,1.0,0,4,9,1976,122027,52.791,-114.343,2640,11000,3,56,925000,49,2710
4,2,8532,2.0,0,3,10,1998,122030,52.855,-114.334,2950,6753,2,53,915000,27,3210
3,1,5000,2.0,0,4,8,1925,122028,52.9044,-114.543,2070,5000,3,52,870000,100,2420
3,2,3600,1.5,0,5,8,1911,122003,52.867,-114.553,1950,3600,3,68,850000,114,1950
4,2,12469,1.0,0,4,8,1958,122029,52.8161,-114.302,2400,10400,2,59,839000,67,2400
2,1,7098,1.0,0,3,7,1924,122061,52.86,-114.539,2390,6098,3,54,822500,101,1450
4,3,4322,2.0,0,3,9,2005,122019,52.8436,-114.231,2970,4922,2,64,810000,20,4170
3,2,1386,3.0,0,3,9,2014,122047,52.8668,-114.469,1680,3080,3,72,799950,11,1860
4,3,3000,2.0,0,3,9,2014,122016,52.7671,-114.578,1600,4600,3,64,790000,11,2720
2,0,4800,1.5,0,4,6,1942,122010,52.9143,-114.402,2660,7200,2,60,785000,83,1260
1,1,4000,1.5,0,4,8,1910,122051,52.7861,-114.456,1420,4000,2,64,713000,115,1180
4,2,6235,2.0,0,3,8,2001,122020,52.8276,-114.229,2670,4410,2,74,690000,24,2780
3,2,4134,2.0,0,3,9,2004,122005,52.8951,-114.274,2390,4134,3,71,675000,21,2250
3,3,10800,2.0,0,3,8,1998,122019,52.8383,-114.25,2380,11310,1,65,640000,27,2480
4,1,6000,1.0,0,4,7,1939,122032,52.8836,-114.6,1540,6000,3,68,639000,86,1830
5,1,18295,1.0,0,4,7,1955,122049,52.8359,-114.344,2180,20674,2,67,618000,70,1880
3,1,4300,1.5,0,3,8,1929,122007,52.9147,-114.562,1640,4500,1,52,600000,96,1440
4,2,8372,2.0,0,4,8,1984,122005,52.9534,-114.297,2010,8037,2,76,595000,41,2050
4,2,8971,2.0,0,3,9,1987,122011,52.7979,-114.201,2510,9219,1,73,590000,38,2340
4,1,208652,1.0,0,5,7,1919,122009,52.8047,-114.574,1840,4862,3,78,589000,106,1920
3,3,954,3.0,0,3,8,2006,122003,52.878,-114.548,1720,1294,3,54,589000,19,1720
5,2,10059,2.0,0,3,10,1978,122017,52.9777,-114.407,3120,11557,3,70,540000,47,3160
3,2,12286,2.0,0,3,8,1977,122005,52.8771,-114.304,2130,10158,3,54,534950,48,2130
3,2,6450,1.0,0,3,7,1979,122022,52.9334,-114.505,1390,6450,1,51,527000,46,2240
3,1,9707,1.0,0,4,8,1966,122029,52.853,-114.295,1820,8700,3,50,522500,59,1710
2,1,14100,1.0,0,4,7,1954,122027,52.8012,-114.333,1520,13527,2,54,500000,71,1640
5,3,4900,2.0,0,3,9,2011,122065,52.5724,-114.369,2798,4900,3,52,491000,14,2815
3,1,8000,1.0,0,4,6,1959,122029,52.8475,-114.308,1210,7875,1,55,475000,66,1270
2,1,403365,1.0,0,5,6,1905,122068,52.4521,-114.249,1760,108900,3,77,474000,120,1050
5,2,24759,1.0,0,4,8,1969,122067,52.6208,-114.363,2100,21803,1,55,469500,56,2970
4,2,10810,2.0,0,4,9,1988,122023,52.5616,-114.393,2590,10810,2,57,465000,37,3360
2,1,1120,2.5,0,3,8,2008,122032,52.8674,-114.578,2010,3175,3,71,465000,17,1220
3,2,7829,2.0,0,3,7,1987,122033,52.9588,-114.417,1580,9104,2,53,455000,38,1600
4,3,7198,2.0,0,3,8,2002,122024,52.5838,-114.203,3610,7845,2,72,444000,23,2800
3,2,7120,1.0,0,4,7,1961,122038,53.0015,-114.53,1600,8352,1,73,432500,64,1930
3,1,7076,1.0,0,4,7,1959,122029,52.8431,-114.313,1510,9000,1,54,425000,66,1320
3,2,38332,1.0,0,4,7,1975,122012,52.6882,-114.213,2110,36590,2,72,420000,50,2020
3,2,7020,1.0,0,4,8,1967,122050,52.9875,-114.554,2150,8400,2,72,420000,58,2060
2,1,6100,1.0,0,3,6,1940,122064,52.7998,-114.567,1770,5695,2,66,406650,85,1070
2,1,10481,1.0,0,2,7,1981,122019,52.862,-114.22,1160,10533,3,77,405000,44,1090
4,1,5750,1.0,0,3,6,1904,122032,52.8862,-114.579,1790,5857,3,55,403504,121,1060
4,2,94525,2.0,0,4,8,1977,122035,52.6455,-114.353,1910,14300,3,69,401500,48,3140
4,1,9750,2.0,0,4,7,1977,122014,52.9981,-114.501,1570,10000,1,76,400000,48,1810
3,1,1488,2.0,0,3,7,2003,122032,52.8826,-114.574,1360,1573,2,52,396500,22,1360
4,2,47250,1.0,0,3,7,1987,122025,52.7602,-113.936,1250,43791,3,62,390000,38,1790
4,2,12848,1.0,0,3,8,1975,122040,52.5664,-114.511,2370,12497,3,67,390000,50,2500
3,1,5863,1.5,0,4,7,1928,122054,52.8029,-114.505,1590,3000,1,68,385000,97,2160
4,2,10580,2.0,0,3,8,1966,122042,52.694,-114.382,1590,8584,3,69,383000,59,2370
5,2,6895,2.0,0,3,8,2003,122035,52.6109,-114.288,2590,6895,1,55,381000,22,3060
4,2,11070,1.0,0,4,8,1964,122040,52.566,-114.524,2500,11070,2,77,380000,61,2500
4,2,7707,2.0,0,3,8,2004,122024,52.5797,-114.234,2320,6035,3,75,380000,21,2300
3,2,13775,1.0,0,3,8,1968,122025,52.7173,-113.973,2130,14500,3,56,375000,57,1670
4,1,15909,1.0,0,3,8,1974,122021,52.9878,-114.284,1940,15120,2,70,375000,51,1940
4,2,6120,2.0,0,3,7,2005,122015,52.7129,-114.318,1950,5660,2,66,370500,20,1790
5,1,9360,1.0,0,4,7,1965,122042,52.6661,-114.383,1770,9360,3,58,368500,60,2810
4,2,6116,1.0,0,3,7,1985,122024,52.6092,-114.237,1670,7627,3,64,352000,40,2470
4,2,13755,1.0,0,4,9,1975,122035,52.6067,-114.351,2650,13650,1,79,350000,50,2260
6,3,6893,1.0,0,4,7,1983,122034,52.7808,-114.545,1380,6986,2,50,330000,42,2120
3,1,4548,1.0,0,4,7,1961,122033,52.9507,-114.412,2950,7987,2,65,330000,64,1340
3,2,9656,1.0,0,3,7,1989,122055,52.9627,-114.172,1690,9656,3,61,329500,36,1500
2,1,8183,1.0,0,5,6,1950,122014,52.9666,-114.492,1180,8184,3,75,327500,75,830
4,2,5361,2.0,0,3,7,1999,122054,52.8004,-114.484,1920,5046,2,59,327000,26,1630
3,2,1577,3.0,0,3,7,2000,122022,52.9414,-114.491,1550,1744,3,61,326000,25,1782
4,2,3543,2.0,0,3,7,2004,122053,52.7149,-114.374,2420,3646,2,64,325000,21,1960
2,1,10800,1.0,0,4,7,1974,122017,53.0026,-114.4,1560,11280,2,79,325000,51,1400
4,2,9020,2.0,0,3,8,1978,122066,52.6042,-114.474,2170,8400,2,53,320000,47,2190
4,2,7007,2.0,0,3,7,1996,122067,52.6268,-114.361,2130,8100,1,72,320000,29,2070
3,2,7479,2.0,0,4,7,1992,122024,52.5795,-114.227,1520,6559,2,62,316000,33,1900
4,2,5650,1.0,0,3,7,1950,122063,52.7407,-114.447,1270,5650,1,75,315000,75,2080
4,2,4968,2.0,0,3,9,2009,122023,52.5601,-114.381,2189,5852,1,76,305950,16,2007
4,2,12581,2.0,0,4,7,1978,122072,52.5515,-114.394,1620,7400,3,63,305000,47,2050
4,1,7200,1.0,0,3,8,1960,122052,52.727,-114.559,1970,7800,1,65,290000,65,2340
4,2,8050,2.0,0,3,8,1978,122042,52.6691,-114.383,2190,7700,3,54,283500,47,2100
3,2,22326,2.0,0,3,7,1993,122025,52.6769,-113.965,1580,10920,2,69,280000,32,1370
3,1,16000,1.0,0,2,7,1960,122043,52.649,-114.512,1860,9775,2,54,279000,65,1780
3,2,3825,2.0,0,3,7,2012,122035,52.5896,-114.272,2110,3825,1,52,270000,13,1400
4,1,8000,1.0,0,4,8,1974,122018,52.5493,-114.573,1720,8000,3,58,268500,51,1670
5,3,6600,2.0,0,5,7,1977,122035,52.6037,-114.305,1140,6600,3,58,267500,48,2390
3,2,16535,1.0,0,3,7,1992,122041,52.8865,-114.102,1528,13295,2,77,265000,33,1850
3,1,11200,1.0,0,3,7,1957,122053,52.7421,-114.358,1380,10875,1,63,261000,68,1660
3,1,9472,1.0,0,4,6,1972,122015,52.725,-114.344,1590,9600,2,57,255000,53,1250
3,1,8138,1.0,0,3,7,1949,122014,52.9693,-114.515,1440,8131,3,63,241450,76,1100
3,2,6634,1.0,0,4,7,1985,122067,52.6397,-114.383,1560,7200,2,61,237000,40,1210
2,2,2693,2.0,0,3,6,2003,122024,52.5792,-114.215,1360,2693,1,76,225000,22,1360
3,1,7221,1.0,0,3,7,1962,122056,52.7262,-114.51,1770,8083,1,72,225000,63,1660
3,2,5999,2.0,0,3,7,1987,122018,52.5416,-114.548,1600,5999,3,76,221000,38,1430
3,1,12000,1.0,0,3,7,1986,122039,52.498,-114.435,1200,9405,2,73,219000,39,1200
2,1,6000,1.0,0,4,6,1944,122038,53.001,-114.543,1610,7313,2,58,215000,81,1010
2,1,4860,1.0,0,5,6,1955,122051,52.7598,-114.461,1240,6000,1,59,207000,70,820
3,2,10155,1.0,0,3,7,1980,122040,52.4875,-114.495,1790,10155,2,75,190500,45,1390
2,1,9031,1.0,0,3,7,1982,122018,52.5215,-114.558,1450,7658,1,62,190000,43,1400
2,1,8000,1.0,0,4,6,1954,122043,52.6517,-114.507,1240,8000,2,75,185000,71,900
2,1,5140,1.0,0,3,6,1926,122064,52.7687,-114.561,850,5140,1,75,183000,99,670
3,1,7500,1.0,0,4,6,1954,122043,52.6506,-114.506,1270,8000,2,61,172500,71,1040
4,3,19798,2.0,0,3,10,1969,122027,52.7984,-114.38,3940,18975,2,69,2400000,56,3800
4,2,15400,2.0,0,4,10,1986,122027,52.7881,-114.346,3370,13300,1,66,1220000,39,3670
4,2,12840,2.0,0,5,8,1960,122057,52.7789,-114.409,2350,12507,2,59,1050000,65,3950
4,4,4606,2.0,0,4,9,1929,122032,52.8702,-114.595,2110,5323,1,63,1050000,96,3180
3,2,6947,2.0,0,3,9,2013,122053,52.7472,-114.398,2500,6947,2,60,950000,12,2700
4,2,4178,1.5,0,4,8,1926,122047,52.8673,-114.49,1760,4178,3,73,895000,99,1710
4,2,8250,1.0,0,5,8,1958,122049,52.8235,-114.362,2270,8800,3,74,880000,67,3070
3,2,5414,2.0,0,4,10,1990,122010,52.9239,-114.379,2630,8630,3,61,870000,35,3210
3,2,9400,1.0,0,5,9,1978,122027,52.7912,-114.34,2770,9500,3,52,855000,47,3120
4,3,4500,2.5,0,5,9,1900,122028,52.8894,-114.535,1440,3750,3,59,829000,125,3310
3,2,24192,2.0,0,4,10,1987,122033,52.9408,-114.415,2770,5728,1,64,825000,38,3040
2,1,8700,1.0,0,4,9,1960,122052,52.7212,-114.555,2120,9500,1,66,802000,65,2110
2,1,8750,1.0,0,4,7,1951,122048,52.8594,-114.405,3360,20115,1,66,800000,74,1050
4,2,5416,2.0,0,3,9,2014,122045,52.9149,-114.206,3625,5637,1,51,790500,11,3350
4,2,11900,1.0,0,4,9,1961,122016,52.7571,-114.576,2790,10070,2,64,790000,64,2840
4,2,6200,1.5,0,4,8,1947,122022,52.9384,-114.467,2430,6000,3,52,775000,78,2740
4,2,8680,1.0,0,4,7,1958,122048,52.8373,-114.382,2140,8680,1,65,772000,67,2500
3,2,9600,2.5,0,4,9,1909,122044,52.8333,-114.477,2060,4980,2,72,765000,116,2250
3,2,5301,2.0,0,4,8,1975,122006,52.9041,-114.461,2240,7200,1,52,750000,50,2250
3,3,7630,1.0,0,5,8,1976,122050,52.9447,-114.563,2000,7326,2,66,750000,49,2460
4,3,199253,2.0,0,3,10,2004,122062,52.5902,-114.178,3350,183897,2,60,740000,21,3350
4,2,7700,1.0,0,3,8,1958,122057,52.8031,-114.402,2450,8000,2,56,715000,67,2450
3,2,4636,2.0,0,3,9,2006,122019,52.8501,-114.215,2480,4500,1,50,698000,19,2580
5,2,9437,2.0,0,3,9,2014,122015,52.7122,-114.321,3550,9421,3,56,679950,11,3600
4,1,5100,1.0,0,4,7,1949,122007,52.9098,-114.581,1540,5100,2,77,595000,76,2000
3,2,9570,1.0,0,4,7,1940,122006,52.927,-114.512,1430,6380,1,65,547500,85,1850
3,2,3366,2.0,0,3,9,1996,122010,52.8979,-114.374,2500,3954,1,73,545000,29,1900
3,2,3200,1.5,0,3,7,1910,122061,52.8698,-114.546,1240,3600,2,57,539950,115,1560
3,2,1125,3.0,0,3,8,2008,122028,52.8898,-114.538,1320,1266,3,65,535000,17,1320
4,1,12950,1.0,0,4,8,1968,122027,52.7734,-114.356,2090,12850,3,50,524400,57,1990
4,2,8798,2.0,0,4,8,1987,122058,52.9771,-114.437,2180,8632,2,74,520000,38,2280
4,2,5672,2.0,0,3,8,2005,122053,52.7522,-114.391,2190,6788,3,51,518000,20,2560
3,1,8000,1.0,0,4,7,1957,122030,52.8174,-114.326,1470,8000,2,77,510500,68,1270
3,2,77536,1.0,0,3,7,1978,122021,52.9995,-114.316,2210,41449,1,80,500000,47,1560
3,2,1614,2.0,0,3,8,2007,122007,52.9081,-114.564,1380,1402,2,65,499000,18,1460
3,2,12196,2.0,0,4,7,1970,122010,52.9034,-114.366,1380,12196,3,80,490000,55,2370
5,3,218472,2.0,0,3,7,1999,122055,52.9609,-114.095,2110,211404,1,65,487500,26,3530
6,2,13501,1.0,0,3,8,1980,122015,52.7416,-114.353,2060,8745,1,65,484000,45,3300
2,1,4635,1.0,0,4,6,1924,122007,52.9142,-114.549,1240,4120,2,53,480000,101,1170
3,1,36585,1.0,0,4,8,1970,122012,52.7034,-114.189,1900,45302,1,70,478000,55,2790
3,1,4635,1.0,0,4,6,1919,122054,52.8,-114.475,1790,4635,3,73,475000,106,1380
3,2,35912,2.0,0,3,8,1982,122037,52.9573,-114.273,2230,35244,2,56,475000,43,2160
3,1,4400,1.0,0,3,7,1951,122032,52.8884,-114.581,1240,4400,1,64,470000,74,1170
4,2,30083,2.0,0,3,8,1998,122014,52.9978,-114.462,2220,11627,1,73,470000,27,1990
4,2,7701,1.0,0,4,7,1977,122033,52.9513,-114.361,2130,8050,3,59,465000,48,2140
3,2,2589,2.0,0,3,8,2000,122012,52.7614,-114.237,1670,2897,1,68,450000,25,1670
3,1,7567,1.0,0,3,7,1980,122033,52.9614,-114.415,1910,8645,2,72,442573,45,1780
6,3,8620,2.0,0,3,8,1987,122033,52.9452,-114.352,1940,7350,1,71,435000,38,2400
3,2,2500,1.0,0,3,7,1986,122026,52.9053,-114.553,1630,3800,1,62,435000,39,1380
3,1,7700,1.0,0,3,7,1957,122029,52.8348,-114.311,1650,8000,1,53,415950,68,1150
1,1,3000,1.0,0,3,7,1900,122044,52.8359,-114.493,1270,3000,3,60,415000,125,760
3,2,7263,2.0,0,3,7,2007,122008,52.7494,-114.059,2190,5900,1,70,409000,18,1950
3,3,1473,2.0,0,3,8,2000,122044,52.8363,-114.495,1720,1976,3,71,408000,25,1500
4,2,6000,2.0,0,3,7,2011,122035,52.6037,-114.35,2533,6000,1,73,407000,14,2927
2,2,1679,2.0,0,3,8,2012,122011,52.7749,-114.201,1590,1680,3,68,395825,13,1590
2,1,5000,1.0,0,4,7,1925,122064,52.7675,-114.564,940,5026,2,77,392000,100,940
3,2,5737,2.0,0,3,8,2003,122058,52.9933,-114.452,1600,9163,3,61,390000,22,2360
3,1,18000,1.0,0,3,8,1968,122046,52.6706,-114.336,1800,18000,2,53,385000,57,1800
2,2,5756,1.0,0,3,8,1986,122033,52.944,-114.395,1380,5444,1,60,380000,39,1370
6,2,11662,1.0,0,4,7,1965,122070,52.6759,-114.468,1630,11662,3,59,376000,60,2420
4,2,12738,2.0,0,4,8,1975,122015,52.6998,-114.308,2000,12090,2,76,375000,50,2100
4,2,9660,1.0,0,4,8,1968,122046,52.6844,-114.333,1890,7800,1,76,372500,57,1920
3,1,10800,1.0,0,4,7,1951,122031,52.6835,-114.551,2030,14400,2,72,368000,74,1750
3,1,8234,1.0,0,4,7,1950,122038,52.9911,-114.541,1660,7200,2,60,367950,75,2290
3,1,12669,1.0,0,4,7,1965,122069,52.5879,-114.636,1580,12055,1,60,367000,60,2000
5,2,9253,2.0,0,3,8,2004,122035,52.5974,-114.26,2770,8067,2,61,365000,21,3260
3,2,1298,3.0,0,3,7,1995,122007,52.9259,-114.566,1380,1503,2,72,350000,30,1320
3,2,2500,1.0,0,3,7,1991,122023,52.5548,-114.369,2480,38637,1,50,350000,34,1680
2,1,11437,2.0,0,3,7,1958,122052,52.7199,-114.529,1290,7860,1,69,335000,67,1660
4,2,7000,1.0,0,4,8,1989,122046,52.6552,-114.353,2090,7082,3,62,330000,36,2080
3,2,43575,1.0,0,3,7,1988,122062,52.5865,-114.13,1760,46038,1,71,322000,37,1760
5,2,5751,2.0,0,3,8,2002,122035,52.6017,-114.294,2740,5500,3,78,315000,23,3220
4,1,12150,1.0,0,3,7,1976,122018,52.5572,-114.553,1980,9680,2,52,310000,49,1880
1,1,11800,1.5,0,3,7,1950,122056,52.7423,-114.521,2330,9290,3,68,309950,75,1120
4,1,7200,1.5,0,4,6,1947,122014,52.972,-114.514,1280,7200,3,59,305000,78,1000
4,2,12000,1.0,0,3,8,1977,122018,52.5386,-114.574,2210,8320,3,68,305000,48,2510
3,1,15480,1.0,0,3,7,1983,122039,52.5224,-114.461,1330,15657,3,69,299000,42,2100
3,1,169448,1.0,0,3,7,1955,122014,53.0063,-114.495,1080,8100,3,71,299000,70,960
3,2,7460,1.0,0,3,7,1997,122052,52.7264,-114.543,1900,7302,3,65,285000,28,1690
1,1,10900,1.0,0,4,6,1968,122055,52.9691,-114.172,1410,8359,3,73,283700,57,1010
4,2,7738,1.5,0,3,8,1964,122060,52.6862,-114.52,2170,8452,1,77,278000,61,2400
2,1,11317,1.0,0,5,7,1931,122070,52.6894,-114.469,1940,11317,1,58,275000,94,2090
3,1,9547,1.0,0,4,7,1962,122042,52.6775,-114.403,1780,9936,2,75,269950,63,1740
3,1,18335,1.0,0,3,7,1961,122070,52.681,-114.463,2050,18333,3,74,249000,64,2120
4,2,7526,1.0,0,4,7,1985,122065,52.6062,-114.373,1200,7500,1,59,231500,40,2080
4,1,6000,1.5,0,3,6,1907,122051,52.792,-114.473,840,3030,2,70,225000,118,1150
3,1,7200,1.0,0,3,7,1994,122062,52.5429,-114.213,1280,7200,1,78,224400,31,1070
3,1,7260,1.0,0,3,7,1959,122038,52.9644,-114.523,1200,7888,2,60,221000,66,1150
3,2,7518,1.0,0,3,7,1985,122040,52.5025,-114.49,1720,8300,1,56,220000,40,1470
3,1,8670,1.0,0,4,6,1984,122023,52.5456,-114.376,2622,7191,3,66,216000,41,1310
3,1,7000,1.0,0,3,6,1968,122018,52.5318,-114.559,1050,7700,3,69,213950,57,1430
3,1,7740,1.0,0,3,6,1960,122063,52.7206,-114.434,980,7200,3,54,207000,65,860
5,2,10202,1.5,0,3,7,1970,122046,52.6872,-114.357,1720,8478,2,60,206325,55,1720
2,1,4000,1.0,0,4,6,1916,122034,52.7631,-114.542,1430,4000,3,79,199400,109,880
3,1,17390,1.0,0,4,7,1956,122040,52.5557,-114.486,1550,19265,2,64,199000,69,1320
3,1,5200,1.0,0,4,6,1969,122035,52.5903,-114.275,920,5200,1,79,179000,56,920
5,2,8442,2.0,1,3,9,1963,122020,52.8084,-114.266,3220,9156,3,73,1850000,62,2800
3,3,35153,3.0,0,3,12,2001,122057,52.8049,-114.404,3290,11533,3,70,1700000,24,4160
5,3,13990,2.0,0,3,11,2001,122027,52.7791,-114.327,5200,18116,1,58,1360000,24,4960
5,4,2800,3.0,0,3,10,1974,122003,52.8646,-114.554,1530,3600,3,76,1200000,51,2710
5,2,15118,1.0,0,5,9,1972,122027,52.7996,-114.373,2880,15253,1,57,1170000,53,2910
10,5,10920,1.0,0,3,9,2008,122048,52.8161,-114.303,2730,10400,3,73,1150000,17,4590
3,3,16857,1.0,0,3,10,2000,122007,52.9256,-114.582,2320,12000,2,51,1100000,25,3700
4,2,15877,1.0,0,3,11,2005,122008,52.7664,-114.046,4080,14577,2,61,1010000,20,3430
3,2,4590,2.0,0,3,8,1941,122004,52.8915,-114.466,2280,5179,3,56,980000,84,2390
6,3,22421,1.0,0,5,9,1948,122027,52.7808,-114.379,2430,15560,2,77,975000,77,3420
4,2,15653,2.0,0,4,10,1964,122057,52.7777,-114.405,3520,15653,2,66,950000,61,2790
4,2,11648,2.0,0,3,10,1986,122027,52.7904,-114.297,2830,11251,2,75,909000,39,3680
4,2,8507,2.0,0,3,11,1987,122012,52.7999,-114.282,3370,10751,3,80,900000,38,3690
4,3,5000,3.0,0,3,9,2014,122016,52.7503,-114.583,1360,5000,2,52,889000,11,3210
6,3,4536,2.0,0,4,8,1917,122004,52.8988,-114.499,2820,4536,1,70,875000,108,2820
3,2,6690,2.0,0,5,8,1944,122064,52.8005,-114.571,1990,5792,3,52,835000,81,2520
3,1,6000,1.5,0,3,8,1913,122032,52.8828,-114.591,1540,6000,1,75,819000,112,1850
5,1,501376,2.0,0,3,7,1930,122041,52.8594,-114.101,1710,87120,2,71,800000,95,1930
4,3,4850,2.0,0,3,9,2010,122045,52.9254,-114.212,3320,5955,2,56,785000,15,3310
4,2,16139,2.0,0,3,9,1989,122020,52.8143,-114.25,2810,13093,2,72,763776,36,2750
4,3,5560,1.0,0,4,9,1974,122033,52.9453,-114.447,2840,16940,1,67,760000,51,2840
7,3,5000,2.0,0,3,8,1984,122007,52.9081,-114.566,1360,1552,1,59,727160,41,2310
4,3,292723,2.0,0,3,10,1998,122025,52.7183,-113.915,1760,69696,2,69,688000,27,3400
